"Created.Date","Anticipated.Start.Year","Recruiting.Category","State","Student.Stage","App.Application.Status","Lead.Segment.NRCCUA","Lead.Segment.Cappex","Lead.Segment.College.Board","n"
2019-12-05,2019,"PSRIG","In-State","Inquiry","","","","",12
2019-12-05,2019,"PSRIG","In-State","Inquiry","","NSRIH-2020-02","","",1
2019-12-05,2019,"PSROG","Out-State","Inquiry","","","","",1
2019-12-05,2020,"","In-State","Applicant","Denied","","","",2
2019-12-05,2020,"","In-State","Applicant","Incomplete","","","",1
2019-12-05,2020,"","In-State","Applicant","Withdrawn (After Admitted)","","","",1
2019-12-05,2020,"","In-State","Applicant","Withdrawn (After Admitted)","NSRIH-2020-02","","PSRIH-2020-02",1
2019-12-05,2020,"","In-State","Inquiry","","","","",1
2019-12-05,2020,"","Out-State","Applicant","Admitted (Not Confirmed)","","","",1
2019-12-05,2020,"","Out-State","Applicant","Enrolled","","","PSROG-2020-02",1
2019-12-05,2020,"","Out-State","Applicant","USM Graduate Enrolled","","","",1
2019-12-05,2020,"","Out-State","Applicant","Withdrawn (After Admitted)","","","",4
2019-12-05,2020,"","Out-State","Inquiry","","","","",5
2019-12-05,2020,"PJRIG","In-State","Applicant","Enrolled","","","",1
2019-12-05,2020,"PJRIG","In-State","Inquiry","","","","",3
2019-12-05,2020,"PJRIH","In-State","Inquiry","","","","",1
2019-12-05,2020,"PJROH","Out-State","Inquiry","",";NJROH-2020-02","","",1
2019-12-05,2020,"PSRIG","In-State","Applicant","Admitted (Not Confirmed)","","","",6
2019-12-05,2020,"PSRIG","In-State","Applicant","Confirmed","","","",2
2019-12-05,2020,"PSRIG","In-State","Applicant","Denied","","","",8
2019-12-05,2020,"PSRIG","In-State","Applicant","Enrolled","","","",13
2019-12-05,2020,"PSRIG","In-State","Applicant","Hold (More Information Needed)","","","",1
2019-12-05,2020,"PSRIG","In-State","Applicant","Incomplete","","","",1
2019-12-05,2020,"PSRIG","In-State","Applicant","Incomplete","NSRIH-2020-02","","",1
2019-12-05,2020,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","","","",22
2019-12-05,2020,"PSRIG","In-State","Applicant","Withdrawn (After Admitted)","NSRIH-2020-02","","",4
2019-12-05,2020,"PSRIG","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2019-12-05,2020,"PSRIG","In-State","Inquiry","","","","",8
2019-12-05,2020,"PSRIG","In-State","Lead","","","","",970
2019-12-05,2020,"PSRIG","In-State","Lead","","","","PSRIH-2020-02",1
2019-12-05,2020,"PSRIG","In-State","Lead","","NSRIH-2020-02","","",73
2019-12-05,2020,"PSROG","Out-State","Applicant","Admitted (Not Confirmed)","","","",2
2019-12-05,2020,"PSROG","Out-State","Applicant","Incomplete","","","",1
2019-12-05,2020,"PSROG","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2019-12-05,2020,"PSROG","Out-State","Lead","","","","",673
2019-12-05,2020,"PSROG","Out-State","Lead","","","","PSROG-2020-02",1
2019-12-05,2020,"PSROG","Out-State","Lead","",";NPHOH-2020-04;NPHOH-2020-04;NPHOH-2020-04","","",1
2019-12-05,2020,"PSROG","Out-State","Lead","","NJROG-2020-02","","",2
2019-12-05,2020,"PSROG","Out-State","Lead","","NSROG-2020-02","","",1
2019-12-05,2020,"PSROG","Out-State","Lead","","NSROH-2020-02","","",2
2019-12-05,2021,"","In-State","Inquiry","","","",";PJRIU-2020-04",1
2019-12-05,2021,"","Out-State","Inquiry","","","","",3
2019-12-05,2021,"PJRIG","In-State","Inquiry","","","","",36
2019-12-05,2021,"PJRIG","In-State","Inquiry","","","","PJRIG-2020-02",1
2019-12-05,2021,"PJRIG","In-State","Inquiry","",";NJRIH-2020-02","","",1
2019-12-05,2021,"PJRIG","In-State","Inquiry","",";NJRIH-2020-04","","",1
2019-12-05,2021,"PJRIG","In-State","Lead","","","","",1586
2019-12-05,2021,"PJRIG","In-State","Lead","","","","PJRIA-2020-02",4
2019-12-05,2021,"PJRIG","In-State","Lead","","","","PJRIG-2020-02",22
2019-12-05,2021,"PJRIG","In-State","Lead","","","","PJRIH-2020-02",3
2019-12-05,2021,"PJRIG","In-State","Lead","",";NJRIG-2020-04","","",2
2019-12-05,2021,"PJRIG","In-State","Lead","",";NJRIG-2020-04;NJRIG-2020-04;NJRIG-2020-04","","",8
2019-12-05,2021,"PJRIG","In-State","Lead","",";NJRIH-2020-04;NJRIH-2020-04;NJRIH-2020-04","","",2
2019-12-05,2021,"PJRIG","In-State","Lead","",";NPHIG-2020-04","","",1
2019-12-05,2021,"PJRIG","In-State","Lead","",";NPHIG-2020-04;NPHIG-2020-04;NPHIG-2020-04","","",7
2019-12-05,2021,"PJRIG","In-State","Lead","",";NPHIH-2020-04;NPHIH-2020-04;NPHIH-2020-04","","",1
2019-12-05,2021,"PJRIG","In-State","Lead","","NJRIG-2020-02","","",17
2019-12-05,2021,"PJRIG","In-State","Lead","","NJRIH-2020-02","","",5
2019-12-05,2021,"PJRIG","In-State","Lead","","NSRIH-2020-02","","",2
2019-12-05,2021,"PJRIG","Out-State","Lead","","","","",1
2019-12-05,2021,"PJRIH","In-State","Inquiry","","","","",58
2019-12-05,2021,"PJRIH","In-State","Inquiry","",";;NJRIH-2020-04","","",1
2019-12-05,2021,"PJRIH","In-State","Inquiry","",";NJRIG-2020-02","","",1
2019-12-05,2021,"PJRIH","In-State","Inquiry","",";NJRIG-2020-04","","",1
2019-12-05,2021,"PJRIH","In-State","Inquiry","",";NJRIH-2020-02","","",3
2019-12-05,2021,"PJRIH","In-State","Inquiry","",";NPHIG-2020-04;NPHIG-2020-04;NPHIG-2020-04","","",1
2019-12-05,2021,"PJRIH","In-State","Inquiry","",";NPHIH-2020-04;NPHIH-2020-04;NPHIH-2020-04","","",1
2019-12-05,2021,"PJRIH","In-State","Inquiry","","NJRIG-2020-02","","",1
2019-12-05,2021,"PJRIH","In-State","Inquiry","","NJRIH-2020-02","","",4
2019-12-05,2021,"PJRIH","In-State","Lead","","","","",2125
2019-12-05,2021,"PJRIH","In-State","Lead","","","","PJRIG-2020-02",5
2019-12-05,2021,"PJRIH","In-State","Lead","","","","PJRIH-2020-02",18
2019-12-05,2021,"PJRIH","In-State","Lead","","","","PJRIU-2020-04",1
2019-12-05,2021,"PJRIH","In-State","Lead","",";NJRIG-2020-04","","",8
2019-12-05,2021,"PJRIH","In-State","Lead","",";NJRIG-2020-04;NJRIG-2020-04;NJRIG-2020-04","","",1
2019-12-05,2021,"PJRIH","In-State","Lead","",";NJRIH-2020-04","","",6
2019-12-05,2021,"PJRIH","In-State","Lead","",";NJRIH-2020-04;NJRIH-2020-04;NJRIH-2020-04","","",15
2019-12-05,2021,"PJRIH","In-State","Lead","",";NPHIG-2020-04","","",1
2019-12-05,2021,"PJRIH","In-State","Lead","",";NPHIG-2020-04;NPHIG-2020-04;NPHIG-2020-04","","",5
2019-12-05,2021,"PJRIH","In-State","Lead","",";NPHIH-2020-04;NPHIH-2020-04;NPHIH-2020-04","","",1
2019-12-05,2021,"PJRIH","In-State","Lead","","NJRIG-2020-02","","",20
2019-12-05,2021,"PJRIH","In-State","Lead","","NJRIH-2020-02","","",125
2019-12-05,2021,"PJRIH","In-State","Lead","","NSRIH-2020-02","","",2
2019-12-05,2021,"PJRIH","Out-State","Lead","","","","",1
2019-12-05,2021,"PJROG","Out-State","Inquiry","","","","",20
2019-12-05,2021,"PJROG","Out-State","Inquiry","",";;;;NJROG-2020-02","","",1
2019-12-05,2021,"PJROG","Out-State","Inquiry","",";NJROG-2020-02","","",3
2019-12-05,2021,"PJROG","Out-State","Inquiry","",";NJROG-2020-04","","",1
2019-12-05,2021,"PJROG","Out-State","Inquiry","",";NJROH-2020-02","","",1
2019-12-05,2021,"PJROG","Out-State","Inquiry","","NJROG-2020-02","","",1
2019-12-05,2021,"PJROG","Out-State","Lead","","","","",2702
2019-12-05,2021,"PJROG","Out-State","Lead","","","","PJROG-2020-02",16
2019-12-05,2021,"PJROG","Out-State","Lead","","","","PJROG-2020-04",1
2019-12-05,2021,"PJROG","Out-State","Lead","","","","PJROG-2020-04;PJROG-2020-02",1
2019-12-05,2021,"PJROG","Out-State","Lead","","","","PJROH-2020-02",4
2019-12-05,2021,"PJROG","Out-State","Lead","",";NJROG-2020-02","","",1
2019-12-05,2021,"PJROG","Out-State","Lead","",";NJROG-2020-02","","PJROG-2020-02",1
2019-12-05,2021,"PJROG","Out-State","Lead","",";NJROG-2020-04","","",10
2019-12-05,2021,"PJROG","Out-State","Lead","",";NJROG-2020-04;NJROG-2020-04;NJROG-2020-04","","",15
2019-12-05,2021,"PJROG","Out-State","Lead","",";NJROH-2020-04","","",5
2019-12-05,2021,"PJROG","Out-State","Lead","",";NJROH-2020-04;NJROH-2020-04;NJROH-2020-04","","",5
2019-12-05,2021,"PJROG","Out-State","Lead","",";NPHOG-2020-04","","",1
2019-12-05,2021,"PJROG","Out-State","Lead","",";NPHOG-2020-04;NPHOG-2020-04;NPHOG-2020-04","","",1
2019-12-05,2021,"PJROG","Out-State","Lead","","NJROG-2020-02","","",142
2019-12-05,2021,"PJROG","Out-State","Lead","","NJROG-2020-02","","PJROG-2020-02",1
2019-12-05,2021,"PJROG","Out-State","Lead","","NJROH-2020-02","","",58
2019-12-05,2021,"PJROG","Out-State","Lead","","NJROH-2020-02","","PJROH-2020-02",1
2019-12-05,2021,"PJROG","Out-State","Lead","","NSROG-2020-02","","",1
2019-12-05,2021,"PJROG","Out-State","Lead","","NSROH-2020-02","","",1
2019-12-05,2021,"PJROH","Out-State","Inquiry","","","","",21
2019-12-05,2021,"PJROH","Out-State","Inquiry","",";;NJROH-2020-04","","",1
2019-12-05,2021,"PJROH","Out-State","Lead","","","","",4621
2019-12-05,2021,"PJROH","Out-State","Lead","","","","PJROG-2020-02",1
2019-12-05,2021,"PJROH","Out-State","Lead","","","","PJROH-2020-02",14
2019-12-05,2021,"PJROH","Out-State","Lead","","","","PJROU-2020-04",1
2019-12-05,2021,"PJROH","Out-State","Lead","",";NJROG-2020-04","","",5
2019-12-05,2021,"PJROH","Out-State","Lead","",";NJROG-2020-04;NJROG-2020-04;NJROG-2020-04","","",7
2019-12-05,2021,"PJROH","Out-State","Lead","",";NJROG-2020-04;NPHOG-2020-04","","",1
2019-12-05,2021,"PJROH","Out-State","Lead","",";NJROH-2020-02","","",2
2019-12-05,2021,"PJROH","Out-State","Lead","",";NJROH-2020-04","","",23
2019-12-05,2021,"PJROH","Out-State","Lead","",";NJROH-2020-04;NJROH-2020-04;NJROH-2020-04","","",46
2019-12-05,2021,"PJROH","Out-State","Lead","",";NPHOG-2020-04","","",8
2019-12-05,2021,"PJROH","Out-State","Lead","",";NPHOG-2020-04;NPHOG-2020-04;NPHOG-2020-04","","",2
2019-12-05,2021,"PJROH","Out-State","Lead","",";NPHOH-2020-04","","",1
2019-12-05,2021,"PJROH","Out-State","Lead","",";NPHOH-2020-04;NPHOH-2020-04;NPHOH-2020-04","","",1
2019-12-05,2021,"PJROH","Out-State","Lead","","NJROG-2020-02","","",116
2019-12-05,2021,"PJROH","Out-State","Lead","","NJROH-2020-02","","",323
2019-12-05,2021,"PJROH","Out-State","Lead","","NSROH-2020-02","","",1
2019-12-05,2021,"PSRIG","In-State","Applicant","Confirmed","","","",1
2019-12-05,2021,"PSRIG","In-State","Applicant","Incomplete","","","",1
2019-12-05,2021,"PSROG","Out-State","Applicant","Confirmed","","","",1
2019-12-05,2022,"PJRIG","In-State","Inquiry","","","","",1
2019-12-05,2022,"PJRIH","In-State","Inquiry","","","","",4
2019-12-05,2022,"PJROG","Out-State","Lead","","","","PPHOA-2020-02",1
2019-12-05,2022,"PJROG","Out-State","Lead","","","","PPHOG-2020-02",1
2019-12-05,2022,"PJROH","Out-State","Inquiry","","","","",1
2020-01-10,2020,"","Out-State","Applicant","Withdrawn (After Admitted)","","CSROG-2020-06","",1
2020-02-26,9,"","In-State","Inquiry","",";NJRIH-2020-02","",";PJRIH-2020-02",1
2020-02-26,9,"","In-State","Inquiry","",";NSRIH-2020-02","",";PSRIH-2020-02",1
2020-02-26,2019,"","Out-State","Inquiry","",";;;;;;;;NSROH-2020-02","","",1
2020-02-26,2020,"","In-State","Applicant","Admitted (Not Confirmed)","","","",2
2020-02-26,2020,"","In-State","Applicant","Admitted (Not Confirmed)","NSRIH-2020-02","","",5
2020-02-26,2020,"","In-State","Applicant","Admitted (Not Confirmed)","NSRIH-2020-02","","PSRIH-2020-02",2
2020-02-26,2020,"","In-State","Applicant","Denied","","","",1
2020-02-26,2020,"","In-State","Applicant","Denied","NSRIH-2020-02","","",1
2020-02-26,2020,"","In-State","Applicant","Enrolled","","","PSRIH-2020-02",1
2020-02-26,2020,"","In-State","Applicant","Enrolled","NSRIH-2020-02","","",3
2020-02-26,2020,"","In-State","Applicant","Enrolled","NSRIH-2020-02","","PSRIH-2020-02",1
2020-02-26,2020,"","In-State","Applicant","Hold (More Information Needed)","NSRIH-2020-02","","",1
2020-02-26,2020,"","In-State","Applicant","Withdrawn (After Admitted)","NSRIH-2020-02","","",1
2020-02-26,2020,"","In-State","Applicant","Withdrawn (After Admitted)","NSRIH-2020-02","","PSRIH-2020-02",1
2020-02-26,2020,"","In-State","Applicant","Withdrawn (After Confirmed)","","","",1
2020-02-26,2020,"","In-State","Inquiry","","","","",3
2020-02-26,2020,"","In-State","Inquiry","",";NSRIH-2020-02","","",2
2020-02-26,2020,"","In-State","Lead","",";NSRIH-2020-02","","PSRIH-2020-02",2
2020-02-26,2020,"","In-State","Lead","","NJRIG-2020-02","","PSRIG-2020-02",1
2020-02-26,2020,"","In-State","Lead","","NSRIH-2020-02","","",691
2020-02-26,2020,"","In-State","Lead","","NSRIH-2020-02","","PSRIG-2020-02",5
2020-02-26,2020,"","In-State","Lead","","NSRIH-2020-02","","PSRIH-2020-02",196
2020-02-26,2020,"","In-State","Lead","","NSRIH-2020-02;","","PSRIH-2020-02",1
2020-02-26,2020,"","Out-State","Applicant","Admitted (Not Confirmed)","","","",2
2020-02-26,2020,"","Out-State","Applicant","Admitted (Not Confirmed)","NSROG-2020-02","","PSROG-2020-02",1
2020-02-26,2020,"","Out-State","Applicant","Incomplete","","","",2
2020-02-26,2020,"","Out-State","Applicant","USM Graduate Enrolled","","","",2
2020-02-26,2020,"","Out-State","Applicant","Withdrawn (After Admitted)","","","",1
2020-02-26,2020,"","Out-State","Applicant","Withdrawn (Before Decision)","","","",1
2020-02-26,2020,"","Out-State","Inquiry","","","","",3
2020-02-26,2020,"","Out-State","Inquiry","",";;NJROH-2020-02","",";PJROH-2020-02",1
2020-02-26,2020,"","Out-State","Lead","",";NSROH-2020-02","","PSROG-2020-02",1
2020-02-26,2020,"","Out-State","Lead","",";NSROH-2020-02","","PSROH-2020-02",2
2020-02-26,2020,"","Out-State","Lead","","NJROG-2020-02","","PSROG-2020-02",8
2020-02-26,2020,"","Out-State","Lead","","NJROG-2020-02","","PSROH-2020-02",2
2020-02-26,2020,"","Out-State","Lead","","NJROH-2020-02","","PSROG-2020-02",1
2020-02-26,2020,"","Out-State","Lead","","NJROH-2020-02","","PSROH-2020-02",4
2020-02-26,2020,"","Out-State","Lead","","NSROG-2020-02","","",255
2020-02-26,2020,"","Out-State","Lead","","NSROG-2020-02","","PSROA-2020-02",6
2020-02-26,2020,"","Out-State","Lead","","NSROG-2020-02","","PSROG-2020-02",33
2020-02-26,2020,"","Out-State","Lead","","NSROG-2020-02","","PSROH-2020-02",15
2020-02-26,2020,"","Out-State","Lead","","NSROH-2020-02","","",544
2020-02-26,2020,"","Out-State","Lead","","NSROH-2020-02","","PSROA-2020-02",2
2020-02-26,2020,"","Out-State","Lead","","NSROH-2020-02","","PSROG-2020-02",59
2020-02-26,2020,"","Out-State","Lead","","NSROH-2020-02","","PSROH-2020-02",321
2020-02-26,2020,"","Out-State","Lead","","NSROH-2020-02;NJROH-2020-04","","PSROH-2020-02",1
2020-02-26,2021,"","In-State","Applicant","Confirmed","NSRIH-2020-02","","PSRIH-2020-02",2
2020-02-26,2021,"","In-State","Inquiry","","","","",2
2020-02-26,2021,"","In-State","Inquiry","",";;NJRIG-2020-02","",";PJRIU-2020-04",1
2020-02-26,2021,"","In-State","Inquiry","",";NJRIG-2020-02","","",2
2020-02-26,2021,"","In-State","Inquiry","","NJRIG-2020-02","",";PJRIU-2020-04",1
2020-02-26,2021,"","In-State","Lead","",";NJRIG-2020-02","","PJRIA-2020-04",1
2020-02-26,2021,"","In-State","Lead","",";NJRIG-2020-02","","PJRIG-2020-04",1
2020-02-26,2021,"","In-State","Lead","",";NJRIG-2020-02","","PJRIU-2020-04",5
2020-02-26,2021,"","In-State","Lead","",";NJRIH-2020-02","","PJRIH-2020-04",1
2020-02-26,2021,"","In-State","Lead","",";NJRIH-2020-02","","PJRIU-2020-04",4
2020-02-26,2021,"","In-State","Lead","","NJRIG-2020-02","","",66
2020-02-26,2021,"","In-State","Lead","","NJRIG-2020-02","","PJRIA-2020-02",1
2020-02-26,2021,"","In-State","Lead","","NJRIG-2020-02","","PJRIG-2020-02",11
2020-02-26,2021,"","In-State","Lead","","NJRIG-2020-02","","PJRIH-2020-02",16
2020-02-26,2021,"","In-State","Lead","","NJRIH-2020-02","","",77
2020-02-26,2021,"","In-State","Lead","","NJRIH-2020-02","","PJRIG-2020-02",5
2020-02-26,2021,"","In-State","Lead","","NJRIH-2020-02","","PJRIH-2020-02",41
2020-02-26,2021,"","Out-State","Applicant","Incomplete","","","",1
2020-02-26,2021,"","Out-State","Applicant","Incomplete","NJROH-2020-02","","PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","","","","",2
2020-02-26,2021,"","Out-State","Inquiry","",";;;;;;;;NJROH-2020-02","",";;;;;;;PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","",";;;;;;;NJROG-2020-02","","",1
2020-02-26,2021,"","Out-State","Inquiry","",";;;;;;;NJROG-2020-02","",";;;;;;;PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","",";;;;;;;NJROH-2020-02","","",1
2020-02-26,2021,"","Out-State","Inquiry","",";;;NJROH-2020-02","",";;PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","",";;NJROG-2020-02","",";PJROA-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","",";;NJROG-2020-02","",";PJROG-2020-02",8
2020-02-26,2021,"","Out-State","Inquiry","",";;NJROG-2020-02","",";PJROG-2020-04",3
2020-02-26,2021,"","Out-State","Inquiry","",";;NJROH-2020-02","",";PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","",";;NJROH-2020-02","",";PJROH-2020-02",2
2020-02-26,2021,"","Out-State","Inquiry","",";NJROG-2020-02","","",5
2020-02-26,2021,"","Out-State","Inquiry","",";NJROG-2020-02","",";PJROG-2020-02",7
2020-02-26,2021,"","Out-State","Inquiry","",";NJROG-2020-02","","PJROG-2020-02",2
2020-02-26,2021,"","Out-State","Inquiry","",";NJROG-2020-02","","PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","",";NJROH-2020-02","","",4
2020-02-26,2021,"","Out-State","Inquiry","",";NJROH-2020-02","",";PJROG-2020-02",4
2020-02-26,2021,"","Out-State","Inquiry","",";NJROH-2020-02","",";PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","",";NJROH-2020-02","",";PJROU-2020-04",1
2020-02-26,2021,"","Out-State","Inquiry","",";NJROH-2020-02","","PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","",";NJROH-2020-02","","PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","","NJROG-2020-02","","",11
2020-02-26,2021,"","Out-State","Inquiry","","NJROG-2020-02","",";PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Inquiry","","NJROG-2020-02","","PJROG-2020-02",2
2020-02-26,2021,"","Out-State","Inquiry","","NJROH-2020-02","","",2
2020-02-26,2021,"","Out-State","Inquiry","","NJROH-2020-02","",";PJROG-2020-04",2
2020-02-26,2021,"","Out-State","Inquiry","","NJROH-2020-02","",";PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Lead","",";;NJROG-2020-02","","PJROG-2020-02;PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Lead","",";;NJROG-2020-02","","PJROH-2020-02;PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROA-2020-02",144
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROA-2020-04",7
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROG-2020-02",1265
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROG-2020-02;PJROG-2020-02",2
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROG-2020-04",73
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROG-2020-04;PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROH-2020-02",513
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROH-2020-02;PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROH-2020-02;PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROH-2020-04",2
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROU-2020-04",181
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","","PJROU-2020-04;PJROG-2020-04",1
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","CSROA-2020-06","",3
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","CSROG-2020-06","",40
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02","CSROH-2020-06","",15
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02;NJROG-2020-02","","PJROA-2020-02",1
2020-02-26,2021,"","Out-State","Lead","",";NJROG-2020-02;NJROG-2020-02","","PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","","PJROA-2020-02",10
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","","PJROA-2020-04",1
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","","PJROG-2020-02",391
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","","PJROG-2020-04",39
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","","PJROH-2020-02",1208
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","","PJROH-2020-02;PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","","PJROH-2020-04",5
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","","PJROU-2020-04",109
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","CSROG-2020-06","",21
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-02","CSROH-2020-06","",72
2020-02-26,2021,"","Out-State","Lead","",";NJROH-2020-04;NJROH-2020-02","CSROH-2020-06","",1
2020-02-26,2021,"","Out-State","Lead","",";NSROG-2020-02","","PJROU-2020-04",2
2020-02-26,2021,"","Out-State","Lead","",";NSROG-2020-02","CSROG-2020-06","",3
2020-02-26,2021,"","Out-State","Lead","",";NSROH-2020-02","CSROG-2020-06","",1
2020-02-26,2021,"","Out-State","Lead","",";NSROH-2020-02","CSROH-2020-06","",5
2020-02-26,2021,"","Out-State","Lead","","NJROG-2020-02","","",6336
2020-02-26,2021,"","Out-State","Lead","","NJROG-2020-02","","PJROA-2020-02",7
2020-02-26,2021,"","Out-State","Lead","","NJROG-2020-02","","PJROG-2020-02",971
2020-02-26,2021,"","Out-State","Lead","","NJROG-2020-02","","PJROH-2020-02",75
2020-02-26,2021,"","Out-State","Lead","","NJROG-2020-02;","","PJROG-2020-02",5
2020-02-26,2021,"","Out-State","Lead","","NJROG-2020-02;NJROG-2020-02","","",1
2020-02-26,2021,"","Out-State","Lead","","NJROG-2020-02;NJROH-2020-04","","PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Lead","","NJROG-2020-02;NJROH-2020-04;NJROH-2020-04;NJROH-2020-04","","PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Lead","","NJROG-2020-04;NJROG-2020-04;NJROG-2020-04;NJROG-2020-02","","",2
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-02","","",4975
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-02","","PJROG-2020-02",302
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-02","","PJROG-2020-02;PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-02","","PJROH-2020-02",225
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-02","","PJROH-2020-02;PJROH-2020-02",1
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-04;NJROG-2020-02","","",1
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-04;NJROG-2020-02;NJROH-2020-04;NJROH-2020-04","","",1
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-04;NJROH-2020-02","","",2
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-04;NJROH-2020-02;NJROH-2020-04;NJROH-2020-04","","",2
2020-02-26,2021,"","Out-State","Lead","","NJROH-2020-04;NJROH-2020-04;NJROH-2020-04;NJROH-2020-02","","",2
2020-02-26,2021,"","Out-State","Lead","","NSROH-2020-02","","PJROG-2020-02",1
2020-02-26,2021,"","Out-State","Lead","","NSROH-2020-02","","PJROH-2020-02",3
2020-02-26,2022,"","In-State","Inquiry","","NJRIG-2020-02","","PJRIG-2020-02",1
2020-02-26,2022,"","In-State","Lead","",";NJRIG-2020-02","","PPHIH-2020-02",2
2020-02-26,2022,"","In-State","Lead","",";NJRIG-2020-02","","PPHIH-2020-04",1
2020-02-26,2022,"","In-State","Lead","",";NJRIH-2020-02","","PPHIG-2020-02",1
2020-02-26,2022,"","In-State","Lead","",";NJRIH-2020-02","","PPHIH-2020-02",1
2020-02-26,2022,"","Out-State","Lead","",";NJROG-2020-02","","PPHOA-2020-04",3
2020-02-26,2022,"","Out-State","Lead","",";NJROG-2020-02","","PPHOG-2020-02",17
2020-02-26,2022,"","Out-State","Lead","",";NJROG-2020-02","","PPHOH-2020-02",2
2020-02-26,2022,"","Out-State","Lead","",";NJROG-2020-02","CJROH-2020-06","",1
2020-02-26,2022,"","Out-State","Lead","",";NJROH-2020-02","","PPHOA-2020-04",1
2020-02-26,2022,"","Out-State","Lead","",";NJROH-2020-02","","PPHOG-2020-02",4
2020-02-26,2022,"","Out-State","Lead","",";NJROH-2020-02","","PPHOH-2020-02",4
2020-02-26,2022,"","Out-State","Lead","",";NJROH-2020-02","CJROH-2020-06","",2
2020-02-26,2022,"","Out-State","Lead","","NPHOG-2020-04;NJROH-2020-02","","",1
2020-02-26,2022,"","Out-State","Lead","","NPHOG-2020-04;NPHOG-2020-04;NJROH-2020-02;NPHOG-2020-04","","",1
2020-02-26,2022,"","Out-State","Lead","","NPHOG-2020-04;NSROH-2020-02","","",1
2020-02-26,2023,"","Out-State","Inquiry","","","","",1
2020-02-26,NA,"","Out-State","Inquiry","","","","",1
2020-03-02,9,"","In-State","Inquiry","","","",";PJRIG-2020-02",1
2020-03-02,2020,"","In-State","Applicant","Admitted (Not Confirmed)","","",";PSRIH-2020-02",1
2020-03-02,2020,"","In-State","Applicant","Admitted (Not Confirmed)","","","PSRIA-2020-02",1
2020-03-02,2020,"","In-State","Applicant","Admitted (Not Confirmed)","","","PSRIH-2020-02",5
2020-03-02,2020,"","In-State","Applicant","Confirmed","","",";;;;;;;;PSRIG-2020-02",1
